epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.021095607429742813,0.0562596321105957,8.415647607762367e-05,0.007692928425967693
1,0.0010000000474974513,0.00016391817189287394,0.009261171333491802,6.42552477074787e-05,0.006048368755728006
2,0.0010000000474974513,0.0001358496374450624,0.008122950792312622,7.413868843286764e-06,0.0020026040729135275
3,0.0010000000474974513,0.0001276615948881954,0.0073340777307748795,7.503216329496354e-05,0.007528273854404688
4,0.0010000000474974513,7.409752288367599e-05,0.005516869947314262,9.434595085622277e-06,0.0026112652849406004
