epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.011155796237289906,0.07621273398399353,0.0044453805312514305,0.05112597718834877
1,0.0010000000474974513,0.004823510069400072,0.05346061661839485,0.003679943736642599,0.04643900319933891
2,0.0010000000474974513,0.003931188024580479,0.048179496079683304,0.0028917097952216864,0.0406615175306797
3,0.0010000000474974513,0.0035173946525901556,0.04550625756382942,0.002839305903762579,0.04031705856323242
4,0.0010000000474974513,0.0033075797837227583,0.044068142771720886,0.0026972955092787743,0.03914709761738777
