epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.009141974151134491,0.06930316984653473,0.0034218004439026117,0.04439764842391014
1,0.0010000000474974513,0.004414582159370184,0.051299773156642914,0.002911994233727455,0.040465064346790314
2,0.0010000000474974513,0.0036921112332493067,0.046690743416547775,0.0027866268064826727,0.039397578686475754
3,0.0010000000474974513,0.003326746169477701,0.04419005662202835,0.002827212680131197,0.03965505212545395
4,0.0010000000474974513,0.0031281374394893646,0.04275691509246826,0.0026628542691469193,0.03849204629659653
